match_id,date,stage,team_a,team_b,final_score_a,final_score_b,outcome,decided_by,pen_a,pen_b,advanced,pre_p_team_a_win,pre_p_draw,pre_p_team_b_win,pre_bet_pick,pre_bet_stake_usd,pre_reasoning,pre_key_sources,refl_outcome_vs_prediction,refl_was_well_calibrated,refl_luck,refl_key_factor_missed,refl_key_factor_overweighted,refl_counterfactual,refl_would_bet_differently,refl_confidence,_parse_issue,file_order
m88,2026-07-03,round_of_32,Australia,Egypt,1,1,draw,penalties,2,4,team_b,0.29,0.35,0.36,team_b_win,40,Egypt enters unbeaten in group stage (1W 2D) with star power in Mo Salah and slight FIFA ranking edge; Australia advanced with mixed results (1W 1D 1L) but limited scoring. Betting markets consistently favor Egypt (~+145 ML) in this knockout clash at neutral venue. Low-scoring affair likely but Egypt has better quality edge.,https://www.fanduel.com/research/australia-vs-egypt-prediction-picks-lineups-preview-and-best-bets-today-world-cup-2026 | https://inside.fifa.com/fifa-world-ranking/men | https://www.espn.com/soccer/team/results/_/id/628/australia | https://www.espn.com/soccer/team/results/_/id/2620/egypt,partially_correct,True,neither,penalty shootout execution/specialist quality,none,"If Australia had converted one more penalty or Egypt missed one, Australia could have advanced instead of Egypt.","no, Egypt was the deserved favorite to advance and my bet aligned with that despite the draw",0.75,,15
m89,2026-07-04,round_of_16,Paraguay,France,0,1,team_b_win,regulation,,,team_b,0.07,0.15,0.78,team_b_win,70,"France, a top-ranked team with elite talent like Mbappé, has dominated the group stage and is a massive favorite against Paraguay (ranked ~40th). Historical and current form show France winning comfortably, likely by multiple goals. Paraguay's defense may limit blowouts but offers little chance of an upset or draw.",https://www.espn.com/soccer/story/_/id/48939282/2026-fifa-world-cup-fixtures-results-match-schedule-group-stage-knockout-rounds-bracket | https://inside.fifa.com/fifa-world-ranking/men | https://www.rotowire.com/soccer/article/france-vs-paraguay-picks-tips-odds-best-bets-2026-world-cup-round-of-16-121004,correct,True,neither,none,none,"If Paraguay had converted one of their limited chances or France missed a key opportunity, it could have ended in a draw.","no, France win was the clear high-probability outcome based on rankings and form",0.85,,16
m90,2026-07-04,round_of_16,Canada,Morocco,0,3,team_b_win,regulation,,,team_b,0.22,0.28,0.5,team_b_win,60,"Morocco, ranked ~7th in FIFA rankings and with strong recent form including a draw vs Netherlands, enters as heavy favorites over Canada (ranked ~30th). Canada has shown grit advancing as co-hosts but lacks the depth and quality to match Morocco's organization and attacking talent like Hakimi. Expect Morocco to control and win comfortably.",https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums | https://www.espn.com/soccer/story/_/id/48939282/2026-fifa-world-cup-fixtures-results-match-schedule-group-stage-knockout-rounds-bracket | https://www.sportsmole.co.uk/football/canada/world-cup-2026/preview/canada-vs-morocco-prediction-team-news-lineups_600547.html,partially_correct,True,neither,Morocco's clinical finishing and dominance in transitions,Canada's recent knockout resilience as co-hosts,"If Canada had converted one of their early chances or maintained better defensive shape, the scoreline likely would have been closer rather than a 3-0 rout.","no, Morocco win was the correct high-probability pick given the rankings and form gap",0.75,,17
m91,2026-07-05,round_of_16,Mexico,England,2,3,team_b_win,regulation,,,team_b,0.32,0.32,0.36,team_b_win,40,"England hold a quality edge with stars like Kane and Bellingham, unbeaten in the tournament, and are slight favorites per betting markets despite recent scrappy wins. However, Mexico are unbeaten with clean sheets, massive home/altitude advantage at Azteca (huge fatigue for visitors), and strong recent form. Close match likely decided by England's ability to adapt or late quality. Betting England to win in 90 mins with moderate stake.",https://www.standard.co.uk/sport/football/mexico-vs-england-prediction-kick-off-time-tv-live-stream-team-news-latest-h2h-results-odds-world-cup-2026-preview-b1288703.html | https://www.covers.com/world-cup/mexico-vs-england-prediction-picks-odds-sunday-7-5-2026 | https://www.theguardian.com/football/2026/jul/03/mexico-england-world-cup-2026-altitude,partially_correct,True,neither,England's late quality shining through despite conditions,none,"If England had struggled more with altitude adaptation, Mexico's home crowd and defense might have forced extra time or a different result.","no, the slight favoritism on England was justified given the outcome",0.75,,18
m92,2026-07-05,round_of_16,Brazil,Norway,1,2,team_b_win,regulation,,,team_b,0.55,0.25,0.2,team_a_win,40,"Brazil enters as heavy favorites with superior squad depth, stars like Vinicius Jr and recent group stage dominance under Ancelotti, despite vulnerabilities. Norway's Haaland-Odegaard threat and historical edge vs Brazil (unbeaten in 4 meetings) make an upset possible, but Brazil's quality should prevail in a high-scoring affair. Betting modestly on Brazil win aligns with implied odds and previews.",https://www.goal.com/en-us/news/brazil-norway-world-cup-preview/blt6910d0cef5c2220b | https://www.sportsmole.co.uk/football/brazil/world-cup-2026/preview/brazil-vs-norway-prediction-team-news-lineups_600608.html | https://www.rotowire.com/soccer/article/brazil-vs-norway-picks-tips-odds-best-bets-2026-world-cup-round-of-16-121152,incorrect,False,unlucky,"Norway's historical dominance and counter-attacking effectiveness against Brazil, amplified by Haaland",Brazil's overall squad depth and pedigree in knockout stages,"If Brazil had converted more of their chances or defended Haaland better, they likely would have won or drawn.","yes, with lower stake or no bet on Brazil given Norway's proven matchup edge",0.7,,19
m93,2026-07-06,round_of_16,USA,Belgium,1,4,team_b_win,regulation,,,team_b,0.4,0.27,0.33,team_a_win,35,"USA are slight favorites at home in Seattle with strong recent World Cup form under Pochettino, home advantage, and Balogun available. Belgium remains dangerous but Opta simulations show near-even 90-min odds (USA ~37%, Belgium ~36%). Close match likely to be decided by margins, favoring hosts in regulation.",https://theanalyst.com/articles/usa-vs-belgium-prediction-world-cup-2026-match-preview | https://www.cbssports.com/soccer/news/united-states-belgium-odds-prediction-time-2026-world-cup-round-of-16-picks/ | https://inside.fifa.com/fifa-world-ranking/men,incorrect,False,unlucky,Belgium's superior attacking execution and ability to exploit opportunities against the US defense,USA home advantage and recent form,"If the US defense had been more organized early and limited Belgium's counter-attacks, the scoreline could have stayed much closer instead of turning into a rout.","yes, I would have bet on Belgium or no_bet given the clear quality gap exposed",0.75,,20
m94,2026-07-06,round_of_16,Portugal,Spain,0,1,team_b_win,regulation,,,team_b,0.28,0.32,0.4,team_b_win,35,"Spain enters as the stronger side (higher FIFA ranking ~3rd vs Portugal ~7th), unbeaten with a strong defense (clean sheets in recent wins) and dynamic attackers like Yamal/Oyarzabal. Portugal advanced via a gritty 2-1 vs Croatia but showed inconsistency (draws, lower scoring). Rivalry history favors draws/low-scoring games, but Spain's form gives them the edge in knockout. Betting on Spain win with moderate stake.",https://inside.fifa.com/fifa-world-ranking/men | https://www.espn.com/soccer/story/_/id/49266158/fifa-world-cup-2026-portugal-vs-spain-tv-channel-how-watch-kickoff-live-stream-referee-predicted-lineups | https://en.wikipedia.org/wiki/Portugal%E2%80%93Spain_football_rivalry | https://www.cbssports.com/soccer/news/spain-portugal-odds-prediction-time-2026-world-cup-round-16-picks/,correct,True,neither,none,none,"If Ronaldo had converted a key chance or Portugal's midfield controlled more possession, a draw or narrow Portugal win might have occurred instead.","no, Spain was the deserved favorite based on form and ranking",0.75,,21
m95,2026-07-07,round_of_16,Switzerland,Colombia,0,0,draw,penalties,4,3,team_a,0.3,0.29,0.41,team_b_win,45,"Colombia enters as the stronger side per FIFA rankings (~13th vs Switzerland ~19th), recent form, and attacking talent (Diaz, Rodriguez). Switzerland is defensively solid and unbeaten in the tournament but struggles to break down better teams. Multiple previews favor Colombia narrowly in regulation. Betting Colombia to advance or win 90 mins offers value given the edge.",https://www.si.com/soccer/switzerland-vs-colombia-world-cup-preview-predictions-lineups-7-7-26 | https://www.sportsmole.co.uk/football/switzerland/world-cup-2026/preview/switzerland-vs-colombia-prediction-team-news-lineups_600736.html | https://www.azcentral.com/story/sports/soccer/worldcup/2026/07/06/switzerland-colombia-picks-predictions-odds-world-cup-2026-tuesday/90817416007/,partially_correct,False,unlucky,penalty shootout performance and resilience in a tight defensive battle,Colombia's attacking talent edge in regulation time,"If Colombia had converted one more penalty or Switzerland missed one, the outcome would have flipped in Colombia's favor.","yes, I would have bet less or on draw/no_bet knowing how evenly matched they were defensively",0.75,,22
m96,2026-07-07,round_of_16,Argentina,Egypt,3,2,team_a_win,regulation,,,team_a,0.72,0.18,0.1,team_a_win,60,"Argentina, defending champions and FIFA #1 with Messi in strong form, dominate as heavy favorites despite a scare vs Cape Verde. Egypt (ranked ~24th) with Salah reached R16 but face a massive quality gap in this knockout clash. Sources predict comfortable Argentina win (e.g. 2-1).",https://www.si.com/soccer/argentina-vs-egypt-world-cup-preview-predictions-lineups-7-7-26 | https://www.fifa.com/en/articles/argentina-egypt-preview-live-stream-team-news-tickets | https://totalfootballanalysis.com/competitions/fifa-world-cup-2026/world-cup-round-of-16-argentina-egypt-predictions,correct,True,neither,Egypt's competitiveness and ability to score twice despite the gap,Argentina's dominance leading to an easy win,"If Egypt had converted one more chance or Argentina defended better late, it could have gone to extra time or penalties.","no, the high probability on Argentina win was justified as they advanced",0.75,,23
m97,2026-07-09,quarter_final,France,Morocco,2,0,team_a_win,regulation,,,team_a,0.65,0.22,0.13,team_a_win,60,"France enters as clear favorites with dominant knockout form (3-0 vs Sweden, 1-0 vs Paraguay), elite depth featuring Mbappe, and historical edge (2-0 win in 2022 WC semi). Morocco has shown resilience reaching back-to-back quarters but faces a massive step up. Expect a tight, low-scoring affair with France prevailing, possibly after ET.",https://www.sportsmole.co.uk/football/france/world-cup-2026/preview/france-vs-morocco-prediction-team-news-lineups_600826.html | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/france-morocco-preview-live-stream-team-news-tickets | https://www.squawka.com/ca/news/world-cup/match-preview-france-vs-morocco-world-cup-2026/,correct,True,neither,none,none,"If Morocco had converted one of their chances early, the game could have become more open and potentially led to a different result.","no, the pre-match edge for France and expected clean-sheet win aligned well with the outcome",0.85,,24
m98,2026-07-10,quarter_final,Spain,Belgium,2,1,team_a_win,regulation,,,team_a,0.62,0.23,0.15,team_a_win,60,"Spain enters as a top favorite with an unbeaten record, no goals conceded in the tournament, and strong recent form featuring stars like Yamal, Rodri, and Pedri. Belgium has attacking talent and an 18-match unbeaten streak but has been inconsistent and faces a defensively solid Spain side in this quarterfinal. Historical edge and current rankings favor Spain.",https://www.goal.com/en-us/news/spain-belgium-world-cup-preview/blt1a7a9e35c22bbc19 | https://www.fox.com/soccer/fifa-world-cup/spain-vs-belgium-jul-10-2026 | https://inside.fifa.com/fifa-world-ranking/ESP,correct,True,neither,Belgium's ability to score despite Spain's defensive strength,Spain's clean sheet streak,"If Spain had maintained their clean sheet, the score might have been 1-0 or 2-0 instead of 2-1.","no, Spain win was the right pick given their overall dominance",0.75,,25
m99,2026-07-11,quarter_final,Argentina,Switzerland,3,1,team_a_win,regulation,,,team_a,0.67,0.23,0.1,team_a_win,65,"Argentina is the clear favorite as defending champions with superior squad depth, Messi in exceptional form (tournament-high 8 goals), and proven knockout resilience after dramatic comebacks against Egypt and Cape Verde. Switzerland's compact defense and first QF in 72 years provide a threat, but they are limited offensively without injured star Manzambi and have never beaten Argentina in major tournament play. My estimated 67% win probability for Argentina exceeds the ~59% implied by current -145 moneyline odds, offering value on a moderate stake for the 90-minute result.",https://www.goal.com/en/news/argentina-switzerland-world-cup-preview/blt56771f21b33a6f41 | https://www.sportsmole.co.uk/football/argentina/world-cup-2026/preview/argentina-vs-switzerland-prediction-team-news-lineups_600947.html | https://sports.yahoo.com/articles/argentina-vs-switzerland-2026-world-132433817.html | https://www.covers.com/world-cup/argentina-vs-switzerland-prediction-picks-odds-saturday-7-11-2026,correct,True,neither,none,Switzerland's defensive solidity and ability to force a low-scoring game,"If Switzerland had retained their injured star Manzambi and generated more counter-attacks, they might have conceded fewer goals and kept the match closer into extra time.","no, the 3-1 result confirmed Argentina's superiority and the value in betting on their win at the assessed probabilities",0.8,,26
m100,2026-07-11,quarter_final,Norway,England,1,2,team_b_win,regulation,,,team_b,0.27,0.26,0.47,team_b_win,65,"England enter with greater overall squad depth, big-tournament experience, and proven knockout performers in Kane and Bellingham despite some defensive injury doubts, while Norway's primary threat is Haaland's red-hot scoring form after their historic run including a win over Brazil. Both sides are attack-minded and the match is expected to be open and high-scoring at a neutral venue, but England's quality and composure give them the clearest edge to advance from the quarterfinal. Virtual bet leans England win given the value at current odds and my assessed probabilities.",https://totalfootballanalysis.com/competitions/fifa-world-cup-2026/world-cup-quarter-final-norway-england-predictions | https://www.cbssports.com/soccer/news/england-norway-odds-prediction-time-2026-world-cup-quarterfinals-picks/ | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/norway-england-preview-live-stream-team-news-tickets | https://www.espn.com/soccer/story/_/id/49294844/fifa-world-cup-quarterfinal-preview-predictions-odds-argentina-belgium-england-france-morocco-norway-spain-switzerland | https://www.standard.co.uk/sport/football/england-vs-norway-prediction-kick-off-time-tv-live-stream-team-news-latest-h2h-results-odds-world-cup-2026-preview-b1289422.html,correct,True,neither,none,Norway's momentum from their run to the quarterfinals including the Brazil upset,"If England's defensive organization had faltered more due to the noted injuries and suspension, allowing Haaland greater service in transition, the match could easily have gone to extra time or a Norway win.","no, the outcome aligned with my top-probability pick of England win, the 0.47 probability was reasonable for a competitive quarterfinal, and the $65 stake on team_b_win was appropriate and successful.",0.75,,27
m101,2026-07-14,semi_final,France,Spain,0,2,team_b_win,regulation,,,team_b,0.43,0.3,0.27,team_a_win,50,"France are slight favorites in this World Cup semifinal thanks to their flawless tournament record, devastating attack featuring in-form Mbappé, and greater experience in knockout stages. Spain remain a formidable opponent with elite defense and possession play, but previews and betting markets (+135 on France) point to Les Bleus advancing. A competitive match is expected, with France's quality likely prevailing.",https://www.cbssports.com/soccer/news/france-spain-odds-prediction-line-time-2026-world-cup-semifinal-picks/ | https://sports.yahoo.com/articles/france-vs-spain-world-cup-071500054.html | https://www.espn.com/soccer/match/_/gameId/760514/spain-france,incorrect,False,unlucky,Spain's defensive organization and ability to limit France's transitions despite Mbappé's fitness,"France's attacking firepower, recent scoring form, and 'unstoppable' tournament momentum","If France had converted an early chance or kept a clean sheet in the opening half, their superior depth and Mbappé threat could have flipped the result in their favor.","yes, I would have bet smaller on team_a_win or included draw given how evenly matched the styles proved despite my edge for France",0.7,,28
m102,2026-07-15,semi_final,England,Argentina,1,2,team_b_win,regulation,,,team_b,0.38,0.27,0.35,team_b_win,35,"England and Argentina meet in a blockbuster 2026 World Cup semi-final between two of the top four ranked teams, with Argentina (defending champions) boasting Messi’s tournament-leading 8 goals and big-game pedigree while England counters with Kane/Bellingham firepower, squad depth, and Tuchel’s knockout momentum. The contest is extremely tight on paper—razor-close rankings, strong recent form for both, and a history of tense encounters favor a low-scoring battle where individual quality and set-pieces decide it. Argentina holds a slight edge due to experience and star power in this high-stakes Atlanta clash.",https://www.foxsports.com/soccer/fifa-world-cup-men-england-vs-argentina-jul-15-2026-game-boxscore-607932 | https://www.mercedesbenzstadium.com/events/fifa-world-cup-26-tm---semi-final | https://www.nytimes.com/athletic/7444702/2026/07/15/england-argentina-world-cup-messi-predictions-semi-final-kane/ | https://www.espn.com/soccer/match/_/gameId/760515/argentina-england | https://www.fifa.com/en/world-rankings,correct,True,neither,Argentina's ability to convert individual moments of Messi quality into a decisive win despite a tight contest,England's balanced squad depth and knockout momentum,"If England had converted one more chance or defended Messi's key contributions better, the result could easily have been a draw or England win in a match this close.","no, the near-even probabilities reflected the razor-close matchup accurately and the slight Argentina edge proved correct",0.75,,29
m103,2026-07-18,third_place,France,England,4,6,team_b_win,regulation,,,team_b,0.48,0.28,0.24,team_a_win,35,"France has been one of the most complete teams, dominating until the semi loss to Spain, with Mbappe in top form (8+ goals). England showed resilience but needed extra time vs Norway and lost to Argentina. Bronze games see rotations, favoring France's depth. Neutral Miami venue slightly levels it but France edges it.",https://www.fox5ny.com/news/france-vs-england-bronze-final-preview-will-stars-play-third-place-game | https://www.palmbeachpost.com/story/sports/soccer/world-cup/2026/07/15/england-france-date-time-schedule-tickets/90920224007/,incorrect,False,unlucky,England's attacking firepower and motivation in a high-stakes bronze match,France's pre-semi dominance and Mbappe form,"If France had rested fewer key players or matched England's intensity from the start, the high-scoring result might have been closer or flipped.","yes, I would have bet on or no-bet given England's semi resilience and star performers like Kane/Bellingham",0.75,,30
m104,2026-07-19,final,Spain,Argentina,1,0,team_a_win,regulation,,,team_a,0.42,0.31,0.27,team_a_win,40,"Spain enter as clear favorites with superior defensive record (one goal conceded all tournament), midfield control, and dominant path including a 2-0 semi over France, while Argentina have relied on late drama and extra time. Betting markets and most expert models price Spain around +125 moneyline; the NY/NJ venue offers some Argentine diaspora support but not enough to offset Spain's form edge.",https://sportsbookwire.usatoday.com/story/sports/soccer/2026/07/18/spain-vs-argentina-odds-picks-and-predictions/90965205007/ | https://www.elpasotimes.com/story/sports/soccer/2026/07/15/who-is-in-the-world-cup-finals-spain-argentina-set-to-meet-in-final/90935980007/ | http://www.therealodds.com/world-cup | https://www.espn.co.uk/espn/betting/story/_/id/48386952/espn-soccer-futbol-world-cup-betting-odds-championship-groups,correct,True,neither,none,Argentina's late-game resilience and Messi narrative,"If Spain's defense had conceded even one soft goal in the second half, Argentina's proven ability to force extras or late drama might have flipped the result.","no, Spain's defensive solidity and tournament form were correctly identified as the decisive edges",0.85,,31
